,label
3217496,4213
2056420,4321
1606381,4312
3687212,4231t
2528918,433
4071324,3412
3280394,4411
1741679,532
2132697,4231t
3381890,451
3629541,451
2090836,4411
2847838,4411
3498593,4411
2198507,3421
2811287,433
1985697,523
1477531,352
3697204,415
3803751,442
1574132,4123
3727533,532
2173174,4312
3267668,5212
4087317,3421
3123647,4123
2066537,532
3973201,5212
1622150,5212
2011717,3412
2121924,532
3079173,3421
3642988,451
4040456,343
2515742,343
2344854,4213a
3211103,4213
2302434,4141
3204473,4213
2708725,451
2552979,3412
1728113,415
2652188,4141
3271991,4321
3411216,4213a
1597762,442
1919637,442
2314979,4321
4209768,4312
2095529,415
3124449,4123
2173381,3412
3523281,361
4000198,4123
3781321,433
2734785,4141
2126728,4123
1587026,442
1870708,4312
3168490,4312
3340031,532
2915061,3421
3720113,433
1987422,523
3290933,4321
3283325,5212
2665984,4213a
4041109,4213a
2623820,451
2157221,4213a
3378411,451
2723714,3412
2932327,523
2400727,4312
2082497,4141
4034817,3412
3445934,523
1959279,4411
2549887,352
4074652,3412
1786029,415
1702259,4312
4376771,352
3335964,523
1826665,532
2984440,532
3633054,523
3950506,532
2972024,3412
3452513,523
3837029,442
2063680,532
3676514,4213a
1751374,451
4192452,4141
3343707,361
2879641,343
2409491,4321
2542787,523
1779399,415
3757428,343
3998084,4123
1915075,3421
1701522,361
2345491,4231t
1901701,442
2564028,433
2587320,352
3714387,433
3486805,352
2406625,5212
3952686,532
2169839,4231t
2662314,4213a
4016183,4321
3889654,4321
1659020,451
1960528,442
3273037,4321
4163338,5212
4068419,3412
3730680,3412
3475551,343
3817682,3412
4139891,4123
4011028,4141
4163040,5212
3834566,442
3603155,5212
1994675,523
3390638,451
3454358,3412
2873566,442
1561175,523
2613526,433
3355801,361
3012782,4321
2653304,4141
1605431,4312
1647903,451
1520049,451
2626854,361
2775083,5212
4039151,4213a
2850089,5212
4088041,3421
1751564,451
1789234,415
2809121,433
1559133,532
1508003,4123
2504214,4312
4033639,3412
4027919,4141
2935848,523
2083307,4141
2448575,343
4077460,4123
1698404,4231t
3186956,4141
2451171,343
2179839,3412
1593959,442
1873392,4312
2580283,4213a
2407144,4312
2473967,361
2354258,4213a
4285888,4321
3189881,5212
4247516,4411
2197566,4213
2222642,3421
1915147,3421
4125426,3421
2560889,4123
2896029,4411
2690445,4411
3726204,433
3870720,4312
2572728,352
4103183,4321
1790774,415
1568911,3421
4037766,4213
3709700,442
4142830,4321
3613720,415
4307058,4411
2355921,4321
3495213,352
2141471,4231t
3821347,3421
4219173,4213
2053566,532
4175195,4141
2934983,4213a
2041281,4213a
4119011,3421
3667033,415
1521091,451
1867453,4231t
1705282,4321
3299116,415
3361367,343
1477964,343
4061834,3412
3166392,4141
2408207,4321
2665042,4213a
3888713,523
4257883,4213a
3365429,343
1671290,451
2455853,523
3907395,5212
2229830,4411
3092127,4312
2992622,4213a
1594623,442
3069058,4411
3544990,523
1661501,4141
4007326,352
2138138,4141
3559247,3421
1708049,361
1925719,4141
2701607,415
3377950,532
1894037,442
4012094,4141
1552990,5212
3088491,4312
4144777,4411
1992285,523
3646014,451
3221013,4213
3606907,5212
2199238,4213
3295280,4321
3458449,3421
4044644,4213a
3136503,4312
4335063,343
3826313,442
1737832,523
3413635,4321
4306587,4312
3929139,4123
3079236,4141
3852267,4411
4278501,4411
1785559,415
3151381,4123
1495363,3412
3331429,361
1664507,451
2005815,523
4164107,4123
2959529,4321
3409302,4213a
3789031,4312
2509950,343
2213259,4231t
2710288,523
3614222,415
3016929,4411
2413609,5212
3108220,3421
2871866,532
1818590,523
3512874,4312
2650177,361
3110761,3421
2410841,4321
1821623,433
3908396,523
1929093,4141
3795971,442
2665619,361
1705921,361
2655976,361
3045086,352
4083579,4141
3669377,4213
2193617,4141
3216754,4213
4262840,343
3415888,451
3705380,415
3164305,4213a
3703508,523
1860367,433
3756846,343
4060177,4231t
3270815,4231t
1900578,532
4360877,451
2088967,4213
3842309,4213a
2249342,4231t
3101816,4321
2214232,3421
3974388,532
1917316,442
3299214,415
2160652,4213a
1512954,4141
3113058,5212
3320531,361
2959648,4411
3179955,4141
2012150,532
3790188,433
1712744,361
3658324,415
2479258,3421
3059270,4312
3558333,3421
2675387,361
2334189,4321
2698707,433
1978694,343
3909616,523
1694765,361
2921628,4123
2666532,352
2446696,451
1741537,532
2851274,433
1833200,3412
3397895,451
4131473,4123
2179890,4411
1626123,4123
4037381,3412
3437095,5212
4322193,4312
2847558,4411
3435474,451
3542487,451
3408665,451
3391915,4123
3631608,523
3933813,532
3899474,4231t
3276701,4312
2749670,4231t
2583478,4231t
3061801,4321
2113958,352
3549646,361
1700350,361
1759297,4123
2588221,4312
4122040,5212
1890048,433
2044099,532
2025366,4141
4316394,5212
3024804,5212
2090844,4411
3291899,5212
3020182,532
4132204,4213
1889864,433
3344663,361
4341025,361
3230059,4213a
4026083,3412
1718258,5212
2230023,3421
2147942,3412
2884446,352
1528624,451
2830054,433
3230958,4312
2088566,4411
2980167,532
3868176,4312
4082355,4141
2865933,523
2623951,361
3306920,4411
3223338,5212
2642063,361
2802533,433
3306601,5212
2765825,4411
2948437,523
1593504,4213
3398561,451
2547104,532
2950449,523
2825361,433
4349450,415
2251721,4312
2392974,4312
4236935,4213
1507307,4123
4141351,4123
2849152,4411
3600122,4231t
4060553,4231t
4221874,4213
1476171,352
3512305,352
4200417,5212
3809167,3412
1632612,523
1531455,451
4296262,4411
1651760,451
3841127,442
3213439,4213
3690845,415
1752232,415
3264099,4411
2272892,4123
4219819,4321
2413291,5212
2731071,415
3567222,4123
3720178,523
4236757,4213
4193135,4141
4011582,4141
3823392,442
2096246,343
1586017,4141
3614788,415
2700650,415
1777507,415
3939754,532
2358256,4411
2746221,4213a
1774611,4213
2906827,532
4297401,4231t
3534907,361
2372638,4231t
3484262,4213
2612664,433
3250368,5212
2319063,4213
1514776,4141
2386542,5212
3725055,532
3965861,4411
1866368,433
4177867,4213a
2899649,451
3873476,523
3249084,5212
1999549,4411
1928041,4141
4063681,4231t
2923157,523
2003600,5212
2406933,5212
4145713,4411
3845940,4321
3390462,451
2044753,532
2505563,343
4365130,523
2841451,4321
1552610,5212
1850039,4141
3216458,4213
2252661,4312
2781228,442
3848389,442
3098894,3421
2027560,4141
2446004,343
3615282,415
1787125,415
2483284,343
2664195,361
3891725,523
1714116,361
3426918,343
3435468,451
2852635,5212
2044298,4231t
1697380,4231t
3954878,4321
2542516,352
2912664,3412
2406581,5212
2298813,4141
3480092,352
3174567,4321
2090508,4411
2615740,352
4009138,352
1689261,361
3615959,433
4084101,4141
3346252,361
2678333,4312
2653338,4141
2586838,4231t
1944281,442
2644708,3421
2465880,361
3277558,4411
4260556,5212
3833997,4141
2039765,4213a
1666704,4213
3701729,343
1532991,451
2662495,361
3218928,5212
4014952,4141
1811393,433
3150340,4411
3157888,4123
1976109,523
2012693,3412
3014474,4321
2716193,532
3020652,532
2083677,4141
2706974,415
1487557,523
2933173,523
2128878,4123
3139661,352
4361358,352
3047019,3412
3169285,4141
2428617,343
2048631,4312
1984774,4231t
1628229,4123
4201375,5212
3730444,3412
2603335,352
4286453,5212
1522805,451
2443110,343
3222179,4213
1792461,4411
4317936,4231t
1890237,5212
3233358,4312
3854500,442
4062027,4231t
3503673,352
3705098,415
1612997,442
1613236,4321
2050768,532
3345067,361
2795023,433
3066970,4411
1675898,4231t
2854509,5212
2467597,343
3386811,451
3767576,433
1990274,523
3800435,523
2960768,4411
3276012,4312
4074578,3412
1817075,451
1697603,361
2846724,4411
3593136,361
2504448,4312
2966020,523
2997067,4213a
2320695,4213
2797237,532
2863485,523
1614328,4321
1790399,4411
3569807,4213
1739231,415
4207141,4141
2459899,343
3022721,532
1662673,4141
3003949,4312
2101910,361
3629229,451
3940043,4213
3463165,3421
3440748,4312
1647218,3412
2850200,433
2166739,4231t
1665556,4213
3991078,3421
2646794,361
3663524,415
3662054,415
2601812,5212
2530283,352
1972040,4213a
2456627,343
2806308,433
2132830,4141
2880103,343
2390843,4231t
3728261,532
3935126,4141
3990974,3421
3770664,433
2717095,532
3826616,4123
3585976,4321
2787025,451
2415193,5212
2304356,4141
1585424,442
2175888,3412
1713993,4411
2052250,532
4336527,343
3624583,415
2966973,5212
2797368,433
2039061,4213a
3022949,532
3646382,451
2349614,4312
2283161,4213a
3002514,4231t
2546724,352
2979629,532
4261227,4213a
1958056,442
1528080,451
2717111,532
3997352,4123
3299180,415
3452719,523
3594269,4411
2167832,3412
3668415,415
3954967,532
2667890,352
3697656,523
4110428,4411
3874762,523
3655305,415
3602975,5212
4336171,343
3429752,4231t
2292711,4312
2623476,451
4260197,4213a
3752829,433
2997083,4213a
2227440,4411
2038323,4213a
2210206,4231t
1748772,451
2078017,3412
4128621,4123
1886443,5212
2233889,5212
3422451,4123
3820074,442
4243462,4213a
2566694,433
2062330,532
4144790,4123
3207889,4312
2132899,4231t
3732495,433
1921208,4123
2990891,352
3118619,4141
2306767,4411
4000404,4123
3496108,4321
2015027,532
1717158,5212
3844982,442
3960045,4411
2394031,4321
2026439,532
3684931,4411
3771763,433
2899697,451
2023833,4123
3758987,532
3997309,4141
1560814,3412
4018874,415
4004557,4213
1681688,361
4312262,5212
2759392,4321
2441207,343
2531220,433
4283195,4321
2175494,3412
4034031,3412
1829875,433
2723145,415
1810071,433
2604116,5212
3440152,4312
3455226,3412
2486930,4141
2256249,343
4208020,4312
2149107,4141
1928107,4141
2127225,3421
2702809,415
3026870,3412
1764998,4141
2057207,532
2480852,343
3958631,532
1775703,415
2632272,532
3639202,415
3654631,415
1704567,361
1501182,3421
3102218,4321
3180174,4411
3099874,3421
3416258,451
2149104,3412
2198127,3421
2257947,343
3970566,4231t
2821366,4213
1972881,523
3710412,442
3675441,415
2051545,4312
3684058,415
1921638,4123
3794936,451
3296409,5212
3035273,4141
2389221,4231t
2409671,4321
2221997,4321
2950823,523
4165300,5212
3523760,433
1776236,4213a
3919666,532
2140335,4231t
2559117,352
3327549,451
1949733,4312
3256939,4312
2341574,5212
3070731,5212
4203569,5212
1982194,4231t
2035085,343
2909788,3412
2077586,3421
3162588,4213
4075025,4312
4120634,5212
1565481,523
2922086,4123
3746084,433
3334566,523
4342420,352
2163835,3412
3047516,4213a
3518162,361
4071536,3412
4198452,4231t
1586827,4141
3634208,523
1629555,4123
3046268,352
2609150,361
3538700,361
3145398,4123
2496606,4213a
2405063,5212
3227417,4231t
1922594,4123
3556083,361
1553061,451
2605965,352
1917661,3421
1567774,523
2716274,415
3655272,3421
3021683,532
2882348,415
2401097,4312
3309365,361
2475625,361
3391733,4123
1947126,442
2524295,361
3464911,523
2558152,3421
3351865,361
3614142,415
3655467,415
3520602,433
3209276,4213
3889709,523
2319865,4213
1931319,442
1950128,4321
2863701,523
4143838,4321
1599727,4213a
3086794,4213a
2317891,4213
3491069,4213a
1898928,442
3821352,442
3206629,4312
3478113,343
3428503,451
3427626,343
1509598,451
3209477,4312
3246085,5212
1659325,4141
2995860,532
3257554,4231t
3608958,4312
2201888,3421
2762780,415
3609992,4312
1532874,4312
3021007,4411
3801226,442
1719925,361
3610408,4312
3606419,5212
1547689,4411
1791946,415
3229471,4213a
3808331,442
4003964,5212
1822414,523
4280569,4321
1803326,415
4172341,4141
2539007,352
1509156,451
2857547,442
3629634,415
2540526,451
3039532,4213
2880515,343
4265347,5212
2109785,352
2168874,3412
1730508,415
2468081,343
3818015,343
3401808,451
1920332,4123
3266353,4411
2232736,3421
3669504,415
3341837,361
1898431,523
2182321,3412
3398165,451
2565468,433
3841853,4213a
4313414,5212
3515996,361
3636108,523
2566783,352
4351525,433
2142684,415
3118104,4123
3075279,3421
3755309,433
1490721,451
3106789,4411
4372699,532
2668466,352
1811072,442
2416891,343
2459473,343
4150251,4411
2229049,3421
4237496,4312
2599053,4411
1506079,4123
2860792,442
1991958,4321
2436300,343
1737928,523
3222623,4213
1632993,451
3818581,3421
3638410,415
3149640,4411
3672697,4213
4162838,5212
2785019,451
3010163,532
3817110,3412
2649395,4123
1558444,523
3556815,361
2542225,523
1737409,415
2785191,451
2707184,415
3324912,361
1570910,4123
2037969,343
2949593,523
4095606,4321
4304672,5212
3786024,433
4323323,4312
3776995,4231t
2683515,361
2272912,4123
4347428,415
1602512,4231t
3257166,4231t
2511233,343
2016657,532
4104109,4321
2068952,5212
3156247,5212
3410914,4213a
1996445,4411
2901009,451
3620381,415
3919818,532
3983221,532
3687001,415
4047457,3412
3817114,3412
1552715,451
2136626,4141
1636013,451
2426786,4411
2147869,3412
3816117,343
3373709,451
3478967,343
4089433,3421
2250413,4312
2034368,4213
3785401,433
4246254,4213a
3690165,415
3293967,5212
3917170,532
2148340,3412
4031013,4141
3203596,4231t
4159026,4123
1723465,433
3737172,433
3048099,3412
1998688,523
3233317,4213a
3023896,5212
2678974,361
3149737,4123
2614958,352
3309811,361
3908579,5212
3869540,4312
2832019,4231t
1579301,3421
4340035,343
3056758,4312
1736458,523
3293927,5212
4082771,4141
3284257,5212
1502095,451
3670257,4213
4014107,361
3389084,3421
1993893,523
4263966,343
2172426,4312
3888222,4321
3883395,4141
2383266,4231t
4091046,3421
2565998,433
2343876,4213a
2856320,451
3994203,3412
2571298,352
1630374,352
2428117,343
1782031,4312
3355644,4123
1658620,451
2449501,343
1507130,451
3251666,5212
2299376,4321
1992055,523
3521757,361
3666759,415
2325228,4213
2717559,532
3120417,4141
3522996,433
1644881,451
4066698,5212
2271070,4123
3121625,4123
3948843,343
3093758,4231t
3700376,523
1973230,4213a
1906164,442
2440886,433
2718687,532
2653584,4141
2426286,4411
2024810,4141
3917455,3412
2417828,5212
2088460,4411
2026758,4141
1586703,4141
3023769,532
2533014,352
2769653,352
2587529,4312
3984916,523
4127699,4312
2797731,532
1491201,451
1729416,442
4218949,4213
4279328,4231t
1806244,415
1593706,4213
3158927,4141
1812094,442
2228889,3421
2575582,4213
1741750,415
2195733,4141
2091192,4411
2197723,3421
3401588,451
2760467,415
2055530,4321
2729175,3421
4194281,4141
3355077,361
2554562,352
3098100,3421
2728229,3421
1477324,343
2765899,4411
4361382,352
4080661,4141
2347822,4312
2018412,3421
3928661,4123
2141316,415
2854818,433
1722420,415
3700951,343
2151320,3412
4018610,415
3744475,433
3047156,4213a
2277160,4213
2627002,361
2308345,4141
2555405,352
4263548,343
3839232,4213
2577240,4213
2467267,343
2898140,451
3117288,4123
2024331,532
1931084,4213
3466864,4123
2936381,4213a
1891771,442
3168113,4213a
1957396,442
4252992,4213a
2617149,442
2411539,4321
2161611,3412
3051047,3412
2122487,4123
4360101,451
2332275,4321
2767537,352
2350769,4213a
3227610,4213a
2155385,3412
3398556,4141
3097190,4231t
3767970,433
2610818,433
4141168,4321
2278509,4141
3333465,361
4069447,3412
4193147,4141
3677508,4213a
2806143,3421
3316275,433
2353475,4321
3592497,4411
2452288,343
3991439,3412
3426850,343
4165773,4123
3526406,343
2623028,451
3663757,415
3898072,523
2586482,4231t
2621363,361
3394744,4141
1715921,361
3946018,4213
4262683,5212
3755044,4213
4134628,4123
3299628,415
2713839,415
3855123,4411
2846067,433
3710945,433
2074261,4141
2498692,343
3163795,4213a
2197561,3421
1817260,433
4253842,4213a
3438997,5212
3688700,4231t
2963159,523
2099744,415
3071860,3412
2922450,4123
4265758,343
4021903,3412
3810613,3412
2233554,3421
2779373,5212
3540941,451
2637660,361
3912840,4312
2994320,532
2774447,5212
3674225,4213
1970938,523
1679439,451
1607241,4312
1874484,4312
2848790,4411
3875717,4213
1990378,523
1667640,4213
3964949,4411
4262455,5212
2663551,361
2847883,433
3282097,5212
1647788,3412
3612075,361
2827365,433
2853166,433
3289642,4411
3597745,361
2339177,4213
3939634,532
4258315,4213a
2711919,415
1838374,433
1786818,4321
3958089,532
1510631,451
3734495,3421
1640327,532
3789066,433
3004785,4312
3728002,433
3954037,4213a
1875623,4321
3372615,523
2604114,5212
4203387,5212
1949998,442
2021805,4123
4331474,5212
1544360,4321
3570483,4213
4052231,4321
4372050,352
3993197,3412
2580904,352
2429599,343
1871417,433
2351084,4312
1587285,4141
2013545,3412
2093061,415
2500324,343
2862428,442
1787059,415
1586851,4141
3902020,4231t
2973735,3421
4180170,4141
3800007,523
1869613,4231t
2538357,352
4268789,4213a
1883562,4411
3510133,352
1857251,532
2222222,3421
2078106,3421
2280424,4213
2712231,415
1835422,433
3830580,442
2969135,532
2097688,415
3086350,4213a
3748037,4141
1488874,532
4126630,3421
2956063,4321
3540773,451
1763654,415
2886409,4141
3125199,4213a
2427372,352
3063590,3412
1963814,5212
4146059,4411
2633851,361
3800753,523
2000222,523
3466572,4123
2871365,442
3118188,4123
3728212,433
4219537,4321
3028675,3421
2437475,361
2122716,532
3798107,523
3884915,4141
1876001,4321
2774172,415
1922463,442
2663140,4213a
4220028,4213
2001955,4411
2692010,5212
3857204,4231t
4006703,3421
3579460,4213a
3286333,5212
3032316,4123
1708476,4321
3908024,523
1528791,4231t
3261179,4231t
1845373,4141
2724551,415
2042806,532
2000642,523
2803287,433
1486950,451
1825025,532
3353430,4123
3813737,3412
3102402,4321
3268409,4231t
1925655,4141
2660015,4213
2127025,3421
2727619,3421
2900449,451
3786636,433
3957550,4321
2642151,361
2897852,451
2512977,343
2921203,523
3840887,442
1632746,523
3546605,361
4326939,343
4130742,4213
1742638,415
3923298,3421
2634426,532
3914819,523
4202053,5212
2715692,523
2095881,415
2629471,523
4249302,4411
3134226,4123
1695936,4231t
2336325,4321
3187786,4141
3301830,4411
3560991,3421
3017826,532
3352891,361
4247282,4411
1947969,4312
2291716,4231t
3137857,4312
4307095,4312
1519361,4213
4355182,442
1726767,415
2941819,352
2640036,361
2390588,5212
1793512,415
4189650,4141
4054241,3412
4056138,4411
4342781,361
2753723,4312
1566885,3421
3013212,4321
2440775,343
3627911,451
3824567,442
4201586,4141
2477299,343
3038747,4141
3540685,451
2376980,4321
3664107,415
2159696,4213a
2046485,532
3654068,3421
3997703,4141
2384793,4411
2234201,5212
4174830,4213
1786354,4321
1633987,451
1715157,4411
2195765,4141
2039843,4213a
3989977,3412
2707099,451
3731855,433
3346578,361
2630756,361
2299837,4141
2111843,3421
1517865,4213
3971508,4231t
3739039,3421
3960028,532
4067416,5212
2662921,361
2078330,3421
2753544,415
1696466,4231t
1885787,433
3396092,4141
1793417,4411
3808170,532
3320432,442
2885303,4141
3083540,3421
4367563,352
1668871,4213a
3249262,5212
3403729,4213
3860409,442
1813217,451
1915461,3421
3341480,361
1761434,415
2609614,361
3129412,4231t
4021508,4123
2842057,4321
2653510,4141
4120595,3421
2023044,532
3229248,4312
4249282,4411
3550151,532
2149113,4141
1743258,415
2295519,4312
3622219,415
1862076,4213a
3365225,343
3464142,4123
2298117,4141
2889805,451
2444484,343
2491501,4213
2543601,523
4012984,4141
4219031,4213
2639146,361
2617274,352
2698322,415
2306527,4411
2691781,361
3348499,3421
4121630,5212
2874904,442
3097102,4231t
2063233,4411
2114305,3421
2421278,4411
2597967,4411
3715775,451
3613304,4312
3125915,4213a
1831125,433
1519319,4213
3890484,4321
2399191,4312
4241731,4321
3836934,4213
4028876,3412
3948358,4213
2576277,352
1972794,4213a
3013758,4321
2362206,4411
2163919,3412
3021687,532
3617371,433
3843556,442
2273280,4123
1768550,4141
1565271,523
3667855,415
3669789,4213
4004179,4213
2484795,4123
2812578,433
3613617,361
2722588,3412
2895450,451
1835105,3421
3508035,5212
2597257,4411
3860346,4231t
2572519,4141
3613404,4312
1638745,532
3673123,4213
2805787,3421
3518291,415
3125709,4213a
1763300,415
4113724,3421
2134502,4141
4002531,4213
2240099,4213a
2888265,4141
1718630,5212
3816969,343
4037895,3412
1582071,442
2321596,4213a
3698941,343
1661998,451
2593348,4321
4041797,4213a
1984372,4231t
2547450,532
2253349,4312
3618220,415
3804626,532
3926930,532
3902168,4231t
2758307,4312
1760567,4123
2605868,5212
1669545,4213a
2372039,4312
3329930,361
2080632,3421
2642495,361
4271481,4213a
1611447,442
2244763,4123
3420540,4411
2715288,523
2300228,4321
3361800,3421
3837143,442
2021825,4123
1930763,442
2460600,532
2223825,4321
3847640,4321
3192601,352
4171012,4123
4165076,5212
3589638,4321
3686703,415
1670074,451
3375018,532
2358362,4411
3786859,4312
3943630,532
2070276,5212
3202637,4213
3069646,4411
2184292,3412
4235128,4213
2556926,3421
4326542,4312
4196276,4231t
1740059,415
3223560,5212
3810561,3412
3651371,3412
2547602,532
3199411,4213a
3257535,4312
1645722,3412
2880498,415
1641748,451
3953927,4213a
2699684,415
2020404,532
3606070,361
2433692,343
2324593,4231t
3449536,523
3258205,4231t
3544599,361
2484829,4123
2032021,4213
3987945,4141
1545233,4411
4033895,3412
3857983,442
2411602,4411
1569721,3421
4112097,3421
3135510,4123
4153700,4411
1802520,415
3517090,361
3678574,4213a
2756328,415
2573104,352
2276561,4141
2601996,5212
4087953,3421
3977325,5212
3579657,442
4294939,4231t
1925108,442
4193293,4141
4166968,4123
4028555,4141
2584123,352
2197386,4213
3165543,4213a
2504048,4312
4161577,4231t
2565038,433
4166670,4123
2765461,4411
4052304,3412
1890487,5212
3342073,361
3059540,4312
2334847,4321
2860528,451
1716228,5212
3816894,3412
3020292,532
2057112,4321
1535304,4312
4243185,4321
2045605,532
2189239,3421
2515717,5212
3760286,343
3726458,433
3767906,433
2185972,3412
2487730,4141
2275433,5212
2007428,5212
2604190,5212
2235828,4213
2684978,4321
1711795,4411
3988260,523
1746397,532
3047980,4213a
3802384,442
2198839,3421
1718269,361
3644248,451
3968760,4231t
1807169,433
4045648,4213a
3357140,343
4363754,352
4181171,4213a
3154786,4123
2283500,4141
3482023,4141
2600226,352
2787942,433
3583318,343
3282237,5212
2579684,352
3131800,4231t
1766161,415
3615540,415
3286985,4321
3951348,532
4199727,5212
4121959,3421
3639654,415
2087976,4411
1881733,433
3649336,415
4009834,352
3055521,4231t
1575255,523
4219836,4213
2325681,4231t
3578550,4213a
1985818,4231t
3993399,3412
3643490,451
3597504,4231t
3937591,532
3074716,3412
2548752,532
3760823,532
2560923,4123
3871012,4312
3056232,3412
3194210,4411
3616402,415
2997646,532
1893541,442
2742009,415
4006466,352
3925586,3421
3335572,523
1918937,3421
1796950,523
3238049,4321
2792604,523
4044159,3412
2575056,4213
1770089,415
1698984,4231t
4219278,4213a
3130698,4231t
3563020,361
4255512,4213a
2564111,352
1493755,451
1768313,415
3650058,415
3822040,442
1754301,3412
1653991,451
3140055,352
3802320,442
3842332,442
4004540,5212
2174198,4312
2282320,4141
2122874,532
3622322,442
3719235,451
3218739,4411
1788967,4411
3323753,451
3639256,415
3453579,523
3799278,442
3457791,3421
2607998,361
3456757,523
2356816,4213a
2248539,4123
3986484,523
1547472,451
1711777,4411
4336468,361
2510675,343
2234696,4213
4376537,352
1568581,3421
3512932,4312
3030999,3412
2502428,343
3530358,343
2888293,4141
2739501,4141
3656658,3421
2362296,4411
4328475,343
2381955,4411
3254830,4231t
2020913,4123
4044348,4213a
3429664,4231t
2837595,433
3897560,523
2051927,4312
2268819,4123
3596492,4231t
3346200,361
4143804,4321
1592619,442
1646846,3412
2953786,4312
2783621,433
2495404,4213a
3318446,442
3255623,4312
4146988,4123
2302646,4141
3310558,433
4249667,4213a
2152639,3412
3507290,352
4129617,4123
2252961,4312
1740361,415
4271515,4213a
2899628,5212
1585660,442
2375330,4231t
3085801,3421
4031291,4141
2702726,442
2481173,4123
2999186,4231t
2364506,343
3219410,5212
2281303,4141
3829378,4123
1920519,442
4094296,3421
2582181,4213a
3041885,3412
3613842,415
3542303,451
2159776,4213a
2303663,4411
3957072,4321
3203970,4231t
1728566,442
4272693,4213a
2440417,343
2221243,4321
3546218,523
3602684,361
2294605,4312
3057529,3412
3809247,3412
2853626,433
2851121,5212
1692837,442
4160437,4231t
2441639,343
3650802,415
2092972,343
2851869,5212
1525234,4213a
3425520,343
1959981,4411
3762894,4213a
4074765,4312
4232066,4213
3157541,5212
3521093,361
3657050,3421
2753353,4312
2832089,4231t
1742831,532
1939956,442
2840297,4321
3414856,451
2210375,343
2175225,4321
3815011,343
2671575,361
1688944,4213a
3727862,433
4213407,4231t
2709430,415
2021872,532
2414672,4321
3941644,532
3341492,361
2484581,4123
2959592,4411
3206657,4312
3934263,532
4068275,3412
3161777,4141
1541556,4321
3937630,4141
3435293,5212
3293560,4321
4092762,3421
2995227,4213a
1967063,4213
1605776,442
2301750,4141
1495043,3412
2321292,4213a
3809853,3412
3547441,361
2193257,4141
1669808,451
2178938,3412
3388025,451
3450896,523
4165635,4123
3228384,4312
3829308,4123
1543764,4321
2567774,433
4069196,5212
3188235,5212
3451749,523
3533593,361
4339471,343
3497031,4411
1996605,4411
3542477,451
2171887,3412
4184948,4321
4212882,343
4270280,4312
3623161,415
3948925,343
3252206,5212
3795105,442
1557952,523
4089420,4213
4141413,4123
2376970,4321
2445040,343
2954451,4321
4288600,4321
2824400,352
3810977,3412
1838908,433
4138953,4213a
2885100,352
2387330,5212
2396580,4312
2371915,4312
1729813,415
4217937,4213
1724798,442
2861376,442
3543930,523
2250920,4123
3807135,442
1548349,4411
3555187,361
1839746,4123
3574791,4213
2677698,361
1698979,361
4263041,5212
3730835,433
2557714,3421
2016337,532
4137981,4213a
2732113,415
4065278,5212
3309303,361
1778362,4213a
3913821,523
1497962,451
3171083,4141
2978506,532
3102144,4321
3340911,532
2972976,3412
1806692,442
2306269,4411
3781404,5212
1524403,451
3959776,4321
3976666,532
2880791,343
3230904,4312
3214045,4213
3438724,451
2127554,4123
1534169,451
3965906,532
3540889,451
4172105,4141
3432446,4231t
1505305,4123
2553085,3412
2392324,4312
2679130,361
2115804,352
1686753,361
2069752,5212
4087222,4213
2720694,3412
1728038,442
3445266,523
2735691,4141
1713424,361
3032296,4123
2922538,4123
3318544,442
3216730,4213
3449702,523
1671550,451
2131634,4141
2767606,532
3988544,523
2010383,3412
1521553,451
1935829,4213a
3475975,343
2675679,4312
4110547,3421
2173902,4312
1965547,442
3414769,4321
2740542,4213
3846638,4321
2999582,4231t
2183054,4411
2864506,442
2191597,3421
1793464,415
2986659,4213
2705007,415
4124292,3421
2320904,4213a
3738927,3421
2950964,4312
3299960,415
3018591,4411
4317870,4231t
3498069,4411
1912150,3412
1661118,451
3992989,3412
4294877,4231t
2258142,4312
2609679,415
4106255,4321
2971499,532
4283730,4231t
1881651,433
2730603,415
1759646,415
3282139,5212
4052713,4321
3753798,4213
4377948,3412
1479341,343
3596071,4411
2713149,415
1582621,442
3624300,442
3914369,523
2200811,3421
1526621,4231t
2394513,4321
4279225,4321
3196079,4213a
3882640,4213a
1816941,451
2633181,361
2587299,4312
4098900,4321
3958847,532
1710980,361
2886728,352
2066657,532
2156898,343
3778776,433
2284141,4213a
3215391,4411
3401951,4213
2883155,343
1674427,451
3600503,361
2516903,5212
3283804,4312
3510720,4312
2889877,451
4286605,5212
3499652,352
1496072,451
2344624,4213a
2062880,532
3207700,4213
4159643,4231t
3007239,4312
4093664,3421
3597768,4231t
3217426,4213
4063442,3412
2707030,415
1624111,442
3958086,4321
4295598,4411
2752424,4231t
1838786,433
2543299,523
3084414,3421
3534663,361
4123384,3421
1935295,4213a
3384024,3421
2349330,4312
2555672,3421
1911289,343
2391812,4312
4117853,3421
2350972,4312
1555462,523
4109838,4411
4092262,3421
2439443,343
2412365,5212
2341261,4213
2469183,343
2061109,4411
3882308,4213a
4052444,3412
3119578,4123
1579608,442
2710467,415
2802903,433
3199174,4213
3746361,4141
3739712,4123
2110367,352
2054609,532
3951441,4213a
2006497,523
2704687,415
2585792,4231t
3695202,415
1901305,442
2222881,4321
2298825,4141
3699089,343
4345980,415
2754852,415
2783684,442
3472950,415
3747395,4141
2032851,4213
3447450,523
3066467,3412
2991639,352
3280491,4312
1551920,5212
3562782,361
